path,from_line,to_line,status,notes,source_of_truth_ref
Archives/SYSTEM_ROADMAP_BIBLE.md,1,100,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,101,200,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,201,300,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,301,400,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,401,500,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,501,600,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,601,700,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,701,800,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,801,900,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,901,1000,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,1001,1100,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,1101,1200,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,1201,1300,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,1301,1400,⚠️unclear,,
Archives/SYSTEM_ROADMAP_BIBLE.md,1401,1435,⚠️unclear,,
Archives/VERIFIED_INFRASTRUCTURE_ARCHITECTURE.md,1,100,⚠️unclear,,
Archives/VERIFIED_INFRASTRUCTURE_ARCHITECTURE.md,101,200,⚠️unclear,,
Archives/VERIFIED_INFRASTRUCTURE_ARCHITECTURE.md,201,300,⚠️unclear,,
Archives/VERIFIED_INFRASTRUCTURE_ARCHITECTURE.md,301,345,⚠️unclear,,
Archives/DATABASE_SETUP_COMPLETE.md,1,100,⚠️unclear,,
Archives/DATABASE_SETUP_COMPLETE.md,101,200,⚠️unclear,,
Archives/DATABASE_SETUP_COMPLETE.md,201,300,⚠️unclear,,
Archives/DATABASE_SETUP_COMPLETE.md,301,308,⚠️unclear,,
Archives/SUTAZAI_FEATURES_AND_USERSTORIES_BIBLEv2.md,1,100,⚠️unclear,,
Archives/SUTAZAI_FEATURES_AND_USERSTORIES_BIBLEv2.md,101,200,⚠️unclear,,
Archives/SUTAZAI_FEATURES_AND_USERSTORIES_BIBLEv2.md,201,300,⚠️unclear,,
Archives/SUTAZAI_FEATURES_AND_USERSTORIES_BIBLEv2.md,301,305,⚠️unclear,,
Archives/SUTAZAI_POC.docx,1,1,🕳️missing,Extraction not implemented for .docx,
Archives/API_SPECIFICATION.md,1,100,⚠️unclear,,
Archives/API_SPECIFICATION.md,101,160,⚠️unclear,,
Archives/Reports and Findings/CLEANUP_COMPLETE_REPORT.md,1,100,⚠️unclear,,
Archives/Reports and Findings/CLEANUP_COMPLETE_REPORT.md,101,200,⚠️unclear,,
Archives/Reports and Findings/CLEANUP_COMPLETE_REPORT.md,201,300,⚠️unclear,,
Archives/Reports and Findings/CLEANUP_COMPLETE_REPORT.md,301,337,⚠️unclear,,
Archives/Reports and Findings/ACTUAL_RUNNING_SERVICES.md,1,100,⚠️unclear,,
Archives/Reports and Findings/ACTUAL_RUNNING_SERVICES.md,101,200,⚠️unclear,,
Archives/Reports and Findings/ACTUAL_RUNNING_SERVICES.md,201,258,⚠️unclear,,
Archives/Reports and Findings/CLEANUP_ARTIFACTS.md,1,100,⚠️unclear,,
Archives/Reports and Findings/CLEANUP_ARTIFACTS.md,101,200,⚠️unclear,,
Archives/Reports and Findings/CLEANUP_ARTIFACTS.md,201,300,⚠️unclear,,
Archives/Reports and Findings/CLEANUP_ARTIFACTS.md,301,400,⚠️unclear,,
Archives/Reports and Findings/CLEANUP_ARTIFACTS.md,401,456,⚠️unclear,,

